"Title","Release Year","Locations","Fun Facts","Production Company","Distributor","Director","Writer","Actor 1","Actor 2","Actor 3","lat","lng"
"The Fog of War","2003","","","Sony Pictures Classics","Sony Pictures Classics","Errol Morris","N/A","Robert McNamara","","",37.7749295,-122.4194155
"The Game","1997","Merchant Exchange Building","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7928079","-122.4021842"
"The Game","1997","Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)","Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7915257","-122.4074267"
"The Game","1997","Bank of America Building (555 California Street)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.792062,-122.4037148
"The Presidio","1988","Washington Street & Waverly Place (Chinatown)","","Paramount Pictures","Paramount Pictures","Peter Hyams","Larry Ferguson","Sean Connery","Mark Harmon","Meg Ryan","40.7228661","-74.0104589"
"The Game","1997","Presidio (Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.8480359,-122.5295263
"The Game","1997","City Club (155 Sansome Street)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7916758","-122.4009994"
"The Game","1997","301 Howard Street","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7897189","-122.3944318"
"The Game","1997","Sheraton Palace Hotel (639 Market Street)","The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7880304,-122.4018602
"The Game","1997","Merchant Exchange Building (465 California Street)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7926997","-122.4023686"
"The Game","1997","Ritz-Carlton Hotel (600 Stockton Street)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7918276","-122.4069196"
"The Game","1997","Harrison Street (The Embarcadero)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7838761","-122.3957049"
"The Game","1997","1 Bush Street","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger","37.7910468","-122.4000474"
"The Game","1997","Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7982799,-122.3778182
"The Game","1997","Mason & California Streets (Nob Hill)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",39.3600586,-84.309939
"The Game","1997","Mason & California Streets (Nob Hill)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",39.3600586,-84.309939
"The Game","1997","Sheraton Palace Hotel (639 Market Street)","The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7880304,-122.4018602
"The Game","1997","1 Bush Street","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7910468,-122.4000474
"The Game","1997","Harrison Street (The Embarcadero)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7838761,-122.3957049
"The Game","1997","Ritz-Carlton Hotel (600 Stockton Street)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7918276,-122.4069196
"The Game","1997","Merchant Exchange Building (465 California Street)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7926997,-122.4023686
"The Game","1997","301 Howard Street","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7897189,-122.3944318
"The Game","1997","City Club (155 Sansome Street)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7916758,-122.4009994
"The Game","1997","Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7982799,-122.3778182
"The Game","1997","Washington Street & Waverly Place (Chinatown)","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",40.7228661,-74.0104589
"The Game","1997","Presidio (Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.8480359,-122.5295263
"The Game","1997","Bank of America Building (555 California Street)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.792062,-122.4037148
"The Game","1997","Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)","Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7915257,-122.4074267
"The Game","1997","Merchant Exchange Building","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",37.7928079,-122.4021842
"The Graduate","1967","Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.","Embassy Pictures Corporation","Embassy Pictures Corporation","Mike Nichols","Calder Willingham","Anne Bancroft","Dustin Hoffman","Katharine Ross",37.7982799,-122.3778182
"The Graduate","1967","San Francisco Zoo (2701 Sloat Blvd.)","","Embassy Pictures Corporation","Embassy Pictures Corporation","Mike Nichols","Calder Willingham","Anne Bancroft","Dustin Hoffman","Katharine Ross","37.7333055","-122.5043292"
"The Graduate","1967","San Francisco Zoo (2701 Sloat Blvd.)","","Embassy Pictures Corporation","Embassy Pictures Corporation","Mike Nichols","Calder Willingham","Anne Bancroft","Dustin Hoffman","Katharine Ross",37.7333055,-122.5043292
"The Graduate","1967","Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ","Embassy Pictures Corporation","Embassy Pictures Corporation","Mike Nichols","Calder Willingham","Anne Bancroft","Dustin Hoffman","Katharine Ross",37.7982799,-122.3778182
"The House on Telegraph Hill","1951","Telegraph Hill","Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan",37.8013407,-122.4056674
"The House on Telegraph Hill","1951","Market Street","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan","37.7733717","-122.4214214"
"The House on Telegraph Hill","1951","1227 Montgomery Street","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan",37.8004781,-122.404539
"The House on Telegraph Hill","1951","Coit Tower","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan",37.8023949,-122.4058222
"The House on Telegraph Hill","1951","Coit Tower","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan",37.8023949,-122.4058222
"The House on Telegraph Hill","1951","1227 Montgomery Street","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan",37.8004781,-122.404539
"The House on Telegraph Hill","1951","Market Street","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan",37.7733717,-122.4214214
"The House on Telegraph Hill","1951","Telegraph Hill","Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Robert Wise","Elick Moll","Richard Basehart","Valentina Cortese","William Lundigan",37.8013407,-122.4056674
"The Internship","2013","Epic Roasthouse","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne","37.7908379","-122.3893566"
"The Internship","2013","Grant Ave from Sacramento to Clay","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne","37.7958907","-122.4065447"
"The Internship","2013","Players Arcade at Pier 39","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne","37.811104","-122.410476"
"The Internship","2013","Montgomery and Union St.","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne","37.8010394","-122.4044855"
"The Internship","2013","Grant Ave from Sacramento to Clay","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne",37.7958907,-122.4065447
"The Internship","2013","Montgomery and Union St.","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne",37.8010394,-122.4044855
"The Internship","2013","Epic Roasthouse","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne",37.7908379,-122.3893566
"The Internship","2013","Players Arcade at Pier 39","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Shawn Levy","Vince Vaughn","Vince Vaughn","Owen Wilson","Rose Byrne",37.811104,-122.410476
"The Jazz Singer","1927","Coffee Dan's (O'Farrell Street at Powell)","","Warner Bros. Pictures","Warner Bros. Pictures","Alan Crosland","Alfred A. Cohn","Al Jolson","May McAvoy","Warner Oland","37.7864358","-122.4080526"
"The Jazz Singer","1927","Coffee Dan's (O'Farrell Street at Powell)","","Warner Bros. Pictures","Warner Bros. Pictures","Alan Crosland","Alfred A. Cohn","Al Jolson","May McAvoy","Warner Oland",37.7864358,-122.4080526
"The Lady from Shanghai","1947","Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species.","Columbia Pictures Corp.","Columbia Pictures","Orson Welles","Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane",37.7698293,-122.466105
"The Lady from Shanghai","1947","Golden Gate Park","The Playland amusement park where ""Hall of Mirrors"" sequence at the end of the movie was filmed has since been destroyed. However, relics from the park are now housed at the nearby Cliff House.","Columbia Pictures Corp.","Columbia Pictures","Orson Welles","Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane",37.7694208,-122.4862138
"Woman on the Run","1950","Former Hall of Justice (750 Kearny Street at Washington)","","Fidelity Pictures Corporation","Universal Pictures","Norman Foster","Norman Foster","Ann Sheridan","Dennis O'Keefe","Robert Keith","37.7951498","-122.4042959"
"The Lady from Shanghai","1947","Mandarin Theatre (1021 Grant Avenue)","The Mandarin Theatre was renamed the Sun Sing Theatre in 1949. It closed 1986.","Columbia Pictures Corp.","Columbia Pictures","Orson Welles","Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane","37.796333","-122.407032"
"The Lady from Shanghai","1947","Mandarin Theatre (1021 Grant Avenue)","The Mandarin Theatre was renamed the Sun Sing Theatre in 1949. It closed 1986.","Columbia Pictures Corp.","Columbia Pictures","Orson Welles","Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane",37.796333,-122.407032
"The Lady from Shanghai","1947","Former Hall of Justice (750 Kearny Street at Washington)","","Columbia Pictures Corp.","Columbia Pictures","Orson Welles","Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane",37.7951498,-122.4042959
"The Lady from Shanghai","1947","Golden Gate Park","The Playland amusement park where ""Hall of Mirrors"" sequence at the end of the movie was filmed has since been destroyed. However, relics from the park are now housed at the nearby Cliff House.","Columbia Pictures Corp.","Columbia Pictures","Orson Welles","Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane",37.7694208,-122.4862138
"The Lady from Shanghai","1947","Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ","Columbia Pictures Corp.","Columbia Pictures","Orson Welles","Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane",37.7698293,-122.466105
